LuCaP_81	ARPC	5.05
LuCaP_170-2	ARPC	7.2
LuCaP_70	ARPC	8
LuCaP_96CR	ARPC	8.41
LuCaP_170-3	ARPC	8.54
LuCaP_70CR	ARPC	9.53
LuCaP_167	ARPC	11.04
LuCaP_58	ARPC	11.32
LuCaP_35	ARPC	13.19
LuCaP_78	ARPC	13.47
LuCaP_167CR	ARPC	15.56
LuCaP_189-4	ARPC	16.28
LuCaP_92	ARPC	16.6
LuCaP_35CR	ARPC	17.13
LuCaP_141	ARPC	21.82
LuCaP_147CR	ARPC	23.54
LuCaP_136CR	ARPC	25.47
LuCaP_96	ARPC	29.67
LuCaP_136	ARPC	31.1
LTL331-RC-UBC_B	ARPC	34.056937
LuCaP_235-3	ARPC	37.79
LuCaP_49	NEPC	20.25
LuCaP_145-2	NEPC	25.48
LuCaP_208-4	NEPC	32.48
LuCaP_173-1	NEPC	51.61
LuCaP_145-1	NEPC	68.22
LuCaP_93	NEPC	71.99
LTL331R-SQ-UCSF_A	NEPC	77.205213
LTL331R-SQ-UCSF_B	NEPC	82.116048
KP63704	Healthy
KP63705	Healthy
KP63706	Healthy
KP63707	Healthy
KP65194	Healthy
KP65195	Healthy
KP65197	Healthy
KP65198	Healthy
KP65225	Healthy
KP65231	Healthy
BP1124302	Healthy
BP1124304	Healthy
BP1124576	Healthy
BP1124582	Healthy
BP1124584	Healthy
BP1124589	Healthy
BP1124591	Healthy
BP1124690	Healthy
BP1124698	Healthy
BP1124705	Healthy
